institution,Location,Region,SIZE,FOCUS,RES.,STATUS,academic_reputation_score,Academic_Reputation_Rank,employer_reputation_score,Employer_Reputation_Rank,faculty_student_score,Faculty_Student_Rank,citations_score,Citations_per_Faculty_Rank,international_faculty_score,International_Faculty_Rank,international_student_score,International_Students_Rank,International_Research_Network_Score,International_Research_Network_Rank,Employment_Outcomes_Score,Employment_Outcomes_Rank,Sustainability_Score,Sustainability_Rank,year,rank,ranking_level,predicted_rank,student_performance_score,student_program_target,label_encoded,student_program_target_predicted
North Carolina State University,United States,Americas,XL,CO,VH,A,26.7,330,25.4,374,9.8,701+,63.4,181,55.0,338,17.0,585,78.1,358,21.5,532,35.7,398=,2025,327.3059000000001,Low,311,29.225,Pelatihan Lanjutan,2,Pelatihan Lanjutan
National Research Nuclear University MEPhI (Moscow Engineering Physics Institute),Russia,Europe,M,FO,VH,A,9.2,601+,11.8,601+,98.9,39,8.1,701+,45.8,391,89.5,125,32.9,701+,14.6,675,1.1,701+,2025,329.79249999999973,Low,312,51.425,Pelatihan Lanjutan,2,Pelatihan Lanjutan
HSE University,Russia,Europe,XL,CO,VH,A,24.0,366,38.4,246,84.8,105,1.8,701+,6.6,701+,13.5,652,83.6,271,13.0,701+,44.6,343=,2025,330.7461,Low,313,31.025,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Moscow Institute of Physics and Technology (MIPT / Moscow Phystech),Russia,Europe,M,FO,VH,A,16.6,541,23.6,404,94.6,64,12.0,692,31.1,489,45.5,324,41.7,701+,17.6,605,1.0,701+,2025,330.9117,Low,314,42.175,Pelatihan Lanjutan,2,Pelatihan Lanjutan
University of Naples - Federico II,Italy,Europe,XL,FC,VH,A,36.6,236,19.7,461,4.2,701+,65.1,172,2.2,701+,1.1,701+,92.5,129,7.3,701+,20.1,530=,2025,332.9003,Low,315,26.75,Pelatihan Lanjutan,2,Pelatihan Lanjutan
University College Cork,Ireland,Europe,L,FC,VH,A,30.1,294,35.1,270,22.1,636,28.5,457,89.0,198,52.1,281,69.1,497,34.0,371,91.0,88,2025,333.37050000000005,Low,316,33.2,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Universiti Teknologi PETRONAS (UTP),Malaysia,Asia,S,SP,VH,B,19.5,458,28.1,341,38.5,412,79.0,117,83.9,224,20.1,537,63.9,577,4.1,701+,18.4,549=,2025,334.04820000000007,Low,317,39.275,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Daegu Gyeongbuk Institute of Science and Technology (DGIST),South Korea,Asia,S,FO,VH,A,10.5,601+,11.8,601+,84.1,113,99.9,12,6.6,701+,3.3,701+,12.3,701+,2.7,701+,3.1,701+,2025,334.08410000000003,Low,318,49.45,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Westfälische Wilhelms-Universität Münster,Germany,Europe,L,FC,VH,A,31.6,281,22.8,412,64.5,208,10.0,701+,30.5,490,4.5,701+,82.0,290,35.8,354,66.8,234,2025,334.5095999999999,Low,319,27.65,Pelatihan Lanjutan,2,Pelatihan Lanjutan
University of Leicester,United Kingdom,Europe,L,FC,VH,A,19.8,453,13.7,594,30.8,511,43.4,316,80.0,238,95.3,95,88.8,187,22.7,504,75.0,186=,2025,335.2270999999999,Low,320,47.325,Pelatihan Lanjutan,2,Pelatihan Lanjutan
USI - Università della Svizzera italiana,Switzerland,Europe,S,FO,VH,A,6.1,601+,4.6,601+,73.5,176,40.7,343,100.0,34,100.0,13,39.3,701+,2.1,701+,1.1,701+,2025,335.6403999999998,Low,321,55.075,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Université Paris Cité,France,Europe,XL,FO,VH,A,27.8,319,6.2,601+,9.2,701+,87.0,87,12.0,701+,35.2,388,99.2,11,15.2,655,18.4,549=,2025,336.3824000000001,Low,322,39.8,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Heriot-Watt University,United Kingdom,Europe,M,CO,VH,A,17.8,507,27.1,356,17.6,701+,65.2,171,100.0,79,98.1,69,75.4,402,26.3,451,25.7,483=,2025,338.12200000000007,Low,323,49.675,Pelatihan Lanjutan,2,Pelatihan Lanjutan
University of Luxembourg,Luxembourg,Europe,M,CO,VH,,9.2,601+,4.5,601+,80.8,128,25.2,495,100.0,16,100.0,26,70.1,486,52.8,240,3.1,701+,2025,340.6838,Low,324,53.8,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Singapore University of Technology and Design,Singapore,Asia,S,SP,VH,,7.4,601+,5.3,601+,99.0,37,66.0,168,12.5,,9.6,,31.2,701+,4.6,701+,1.1,701+,2025,341.6143999999999,Low,325,45.5,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Kazakh National Agrarian University KazNAU,Kazakhstan,Asia,M,SP,LO,A,19.9,449,16.4,517,85.2,104,1.1,701+,19.6,608,22.6,509,6.5,701+,3.3,701+,2.7,701+,2025,343.6504,Low,326,32.199999999999996,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Gwangju Institute of Science and Technology (GIST),South Korea,Asia,S,FO,VH,A,13.8,601+,9.0,601+,38.6,409,100.0,4,18.6,619,8.8,701+,27.0,701+,2.2,701+,9.9,667=,2025,343.67810000000026,Low,327,40.300000000000004,Pelatihan Lanjutan,2,Pelatihan Lanjutan
IPB University (a.k.a. Bogor Agricultural University),Indonesia,Asia,L,FO,VH,A,23.5,375,46.9,196,71.4,186,1.8,701+,53.2,351,3.6,701+,19.1,701+,33.9,373,35.1,403=,2025,343.9054999999999,Low,328,25.075,Pelatihan Lanjutan,2,Pelatihan Lanjutan
University of Strathclyde,United Kingdom,Europe,L,CO,VH,A,25.9,343,30.0,314,16.7,701+,31.8,416,93.0,170,64.0,235,85.0,246,33.6,376,88.6,107,2025,344.4690000000002,Low,329,34.599999999999994,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Ural Federal University - UrFU,Russia,Europe,XL,CO,VH,A,19.6,455,14.2,577,95.5,60,2.1,701+,5.4,701+,25.3,475,86.6,220,1.9,701+,12.7,615=,2025,344.98820000000006,Low,330,35.625,Pelatihan Lanjutan,2,Pelatihan Lanjutan
University of Illinois at Chicago (UIC),United States,Americas,L,FC,VH,A,38.5,223,28.3,336,31.1,505,23.3,518,8.0,701+,19.3,560,83.8,265,30.5,414,34.8,406=,2025,345.3497999999998,Low,331,28.049999999999997,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Southern University of Science and Technology,China (Mainland),Asia,M,FO,VH,A,9.3,601+,2.5,601+,89.7,85,98.8,29,37.5,430,1.4,701+,48.3,701+,1.6,701+,31.6,432=,2025,346.9271999999999,Low,332,49.800000000000004,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Pontificia Universidad Javeriana,Colombia,Americas,L,FC,HI,B,45.3,184,56.6,145,26.3,568,1.6,701+,3.4,701+,2.5,701+,42.2,701+,78.3,127,11.3,636=,2025,346.96339999999975,Low,333,18.924999999999997,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Umea University,Sweden,Europe,L,FC,VH,A,19.9,447,11.6,601+,71.8,182,15.2,631,51.1,362,21.8,518,78.0,360,9.0,701+,26.3,478=,2025,347.07379999999995,Low,334,32.175,Pelatihan Lanjutan,2,Pelatihan Lanjutan
University of Antwerp,Belgium,Europe,L,FC,VH,A,24.1,361,11.3,601+,37.5,427,48.1,278,94.4,157,32.0,415,94.6,85,44.8,284,74.8,190=,2025,347.4190999999999,Low,335,35.425,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Universität Leipzig,Germany,Europe,L,FC,VH,A,23.5,378,9.7,601+,74.8,167,8.4,701+,12.5,,14.2,638,84.3,257,10.5,701+,21.3,521=,2025,348.42250000000007,Low,336,30.225,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Hiroshima University,Japan,Asia,L,FC,VH,A,24.1,363,12.3,601+,75.9,161,8.9,701+,13.2,701+,12.9,660,70.1,485,6.9,701+,50.8,315=,2025,349.0105000000001,Low,337,30.450000000000003,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Sichuan University,China (Mainland),Asia,XL,FC,VH,A,20.4,433,12.3,601+,10.3,701+,98.5,32,7.1,701+,4.9,701+,71.3,463,12.9,701+,11.0,644=,2025,349.64,Low,338,33.525,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Linköping University,Sweden,Europe,L,CO,VH,A,18.5,489,26.6,360,37.9,420,45.4,304,81.9,231,32.6,409,84.6,253,42.4,305,41.0,360=,2025,350.4838999999997,Low,339,33.6,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Lincoln University,New Zealand,Oceania,S,CO,VH,A,8.2,601+,5.0,601+,31.8,496,52.1,249,100.0,61,96.3,88,20.2,701+,40.0,320,48.9,324=,2025,351.3398,Low,340,47.099999999999994,Pelatihan Lanjutan,2,Pelatihan Lanjutan
University of Turku,Finland,Europe,L,FC,VH,A,27.8,317,12.1,601+,52.3,291,29.3,442,33.2,477,4.4,701+,86.3,229,39.9,321,52.5,302=,2025,351.56509999999986,Low,341,28.45,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Ruhr-Universität Bochum,Germany,Europe,XL,FC,VH,A,20.3,437,8.8,601+,2.5,701+,53.4,240,48.8,371,39.3,358,87.3,209,16.2,632,53.5,295=,2025,352.21400000000017,Low,342,28.875,Pelatihan Lanjutan,2,Pelatihan Lanjutan
University of Lisbon,Portugal,Europe,XL,FC,VH,A,44.0,193,20.7,443,10.7,701+,36.5,376,9.0,701+,39.4,356,98.2,23,94.0,57,70.9,217=,2025,352.9975000000002,Low,343,32.65,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Huazhong University of Science and Technology,China (Mainland),Asia,XL,FC,VH,A,20.4,431,28.2,337,7.9,701+,99.9,10,5.2,701+,2.7,701+,79.4,335,17.6,606,15.0,592=,2025,353.20770000000005,Low,344,32.724999999999994,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Pontificia Universidad Católica Argentina,Argentina,Americas,L,FC,MD,B,19.9,446,29.4,320,99.9,19,1.1,701+,1.9,701+,6.7,701+,12.5,701+,85.7,97,1.0,701+,2025,353.3276999999999,Low,345,31.900000000000002,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Tianjin University,China (Mainland),Asia,L,CO,VH,A,17.2,527,13.5,597,38.8,407,99.5,18,24.8,538,25.4,473,65.2,554,32.4,392,16.9,563=,2025,354.1660000000002,Low,346,45.225,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Universidad Nacional de La Plata (UNLP),Argentina,Americas,XL,FC,HI,A,40.8,208,19.2,466,28.4,547,1.9,701+,5.3,701+,22.6,507,55.4,689,27.3,438,2.2,701+,2025,354.2772,Low,347,23.424999999999997,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Ewha Womans University,South Korea,Asia,L,FC,HI,B,22.1,401,21.2,434,76.3,157,6.9,701+,7.0,701+,24.4,483,31.3,701+,23.0,496,34.2,413=,2025,354.28680000000014,Low,348,32.425000000000004,Pelatihan Lanjutan,2,Pelatihan Lanjutan
UNESP,Brazil,Americas,XL,FC,VH,A,41.1,207,25.8,368,13.0,701+,16.2,619,5.9,701+,2.7,701+,70.9,469,1.5,701+,14.5,600=,2025,355.82599999999996,Low,349,18.25,Pelatihan Lanjutan,2,Pelatihan Lanjutan
National Technical University of Athens,Greece,Europe,L,FO,VH,A,21.3,412,44.9,204,4.6,701+,76.0,132,1.3,701+,4.6,701+,72.7,444,39.6,325,5.0,701+,2025,356.25770000000017,Low,350,26.625,Pelatihan Lanjutan,2,Pelatihan Lanjutan
American University of Ras Al Khaimah ( AURAK ),United Arab Emirates,Asia,S,FO,VH,A,4.6,601+,3.3,601+,35.5,446,46.8,293,100.0,10,100.0,15,15.4,701+,4.1,701+,1.1,701+,2025,356.3437999999999,Low,351,46.725,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Cairo University,Egypt,Africa,XL,FC,VH,A,45.8,179,41.0,229,8.8,701+,3.0,701+,2.9,701+,7.2,701+,86.4,223,95.5,50,47.2,329,2025,357.1065999999999,Low,352,16.2,Pelatihan Lanjutan,2,Pelatihan Lanjutan
University of Macau,Macau SAR,Asia,L,CO,VH,A,11.9,601+,10.5,601+,9.8,701+,99.1,23,100.0,21,99.9,36,57.0,664,50.3,253,7.7,701+,2025,357.47970000000004,Low,353,55.175,Pelatihan Lanjutan,2,Pelatihan Lanjutan
University of Pisa,Italy,Europe,L,FC,VH,A,40.4,212,15.1,556,8.6,701+,38.8,359,5.9,701+,4.2,701+,88.3,193,15.0,665,56.7,281,2025,357.55870000000004,Low,354,23.0,Pelatihan Lanjutan,2,Pelatihan Lanjutan
University of Canterbury | Te Whare Wananga o Waitaha,New Zealand,Oceania,L,CO,VH,A,34.7,253,27.3,352,10.4,701+,31.4,419,100.0,77,27.7,449,63.0,585,82.3,109,91.1,86=,2025,358.0473999999999,Low,355,26.05,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Auezov South Kazakhstan University (SKU),Kazakhstan,Asia,L,CO,MD,A,18.5,488,28.7,333,89.5,86,1.0,701+,12.9,701+,16.2,601,4.0,701+,3.2,701+,2.6,701+,2025,358.8147,Low,356,31.3,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Oxford Brookes University,United Kingdom,Europe,L,CO,HI,A,30.7,289,37.6,250,13.7,701+,7.0,701+,67.5,291,67.4,220,68.4,508,20.5,554,13.2,606=,2025,359.05799999999994,Low,357,29.700000000000003,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Xiamen University,China (Mainland),Asia,XL,FC,VH,A,23.6,372,16.2,526,19.0,701+,72.2,146,5.1,701+,3.1,701+,62.6,594,46.0,277,15.4,585=,2025,359.06839999999994,Low,358,29.475,Pelatihan Lanjutan,2,Pelatihan Lanjutan
University of Tehran,"Iran, Islamic Republic of",Asia,XL,CO,VH,A,20.6,429,26.8,357,3.0,701+,79.1,115,2.0,701+,2.0,701+,86.2,231,23.1,494,4.7,701+,2025,359.97100000000006,Low,359,26.174999999999997,Pelatihan Lanjutan,2,Pelatihan Lanjutan
University of Colorado Boulder,United States,Americas,XL,CO,VH,A,36.1,244,17.5,495,38.3,414,34.9,385,32.2,482,4.9,701+,86.3,228,31.6,400,62.8,252,2025,360.13929999999993,Low,360,28.550000000000004,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Università Vita-Salute San Raffaele,Italy,Europe,S,SP,VH,B,3.3,601+,1.8,601+,94.4,66,88.5,80,4.4,701+,4.3,701+,39.2,701+,2.1,701+,1.2,701+,2025,360.65429999999986,Low,361,47.625,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Applied Science University - Bahrain,Bahrain,Asia,S,FO,VH,B,23.5,377,25.0,380,39.3,398,2.0,701+,100.0,17,46.8,313,13.3,701+,11.3,701+,1.7,701+,2025,361.2335999999999,Low,362,27.9,Pelatihan Lanjutan,2,Pelatihan Lanjutan
University of Tasmania,Australia,Oceania,M,CO,VH,A,16.0,552,7.4,601+,22.1,635,59.8,203,79.9,240,89.7,123,80.0,323,15.9,636,85.6,123,2025,363.26550000000003,Low,363,46.900000000000006,Pelatihan Lanjutan,2,Pelatihan Lanjutan
"Birkbeck, University of London",United Kingdom,Europe,M,CO,VH,A,10.0,601+,3.6,601+,15.6,701+,57.1,218,97.7,123,99.5,46,55.5,686,8.8,701+,7.7,701+,2025,363.3189,Low,364,45.55,Pelatihan Lanjutan,2,Pelatihan Lanjutan
"University of Rome ""Tor Vergata""",Italy,Europe,L,CO,VH,A,31.3,285,15.4,547,9.0,701+,47.2,287,9.6,701+,30.8,422,69.1,495,6.3,701+,57.7,276=,2025,363.72440000000023,Low,365,29.575,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Swinburne University of Technology,Australia,Oceania,L,CO,VH,A,13.9,601+,11.4,601+,12.4,701+,86.5,88,94.9,150,77.3,183,66.1,538,13.9,696,15.4,585=,2025,363.88549999999975,Low,366,47.525,Pelatihan Lanjutan,2,Pelatihan Lanjutan
University of Coimbra,Portugal,Europe,L,FC,VH,A,29.4,301,10.8,601+,10.3,701+,49.8,264,8.1,701+,22.9,504,91.2,154,31.1,404,75.8,181=,2025,363.9037000000002,Low,367,28.1,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Universidad Austral,Argentina,Americas,M,FC,MD,B,20.9,420,36.2,259,79.7,139,1.9,701+,2.7,701+,7.5,701+,10.2,701+,65.9,174,1.3,701+,2025,364.4145,Low,368,27.5,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Universidad de Santiago de Chile (USACH),Chile,Americas,L,FC,HI,A,43.4,195,55.0,152,7.2,701+,4.2,701+,6.3,701+,2.2,701+,51.1,701+,12.7,701+,11.2,642=,2025,364.5965000000002,Low,369,14.250000000000002,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Universität Jena,Germany,Europe,L,FC,VH,A,17.2,525,5.7,601+,99.9,23,8.8,701+,12.5,,20.2,535,94.7,82,3.9,701+,13.1,613=,2025,364.8448,Low,370,36.525,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Tilburg University,Netherlands,Europe,L,SP,VH,A,14.7,594,32.5,291,10.5,701+,55.1,229,98.4,114,60.6,245,56.8,667,14.3,685,15.2,590=,2025,364.9174999999998,Low,371,35.225,Pelatihan Lanjutan,2,Pelatihan Lanjutan
University of Granada,Spain,Europe,XL,FC,VH,A,44.4,191,14.1,581,5.7,701+,26.2,482,3.1,701+,14.8,628,96.3,52,4.9,701+,26.3,478=,2025,366.0865000000004,Low,372,22.775,Pelatihan Lanjutan,2,Pelatihan Lanjutan
National Taiwan University of Science and Technology (Taiwan Tech),Taiwan,Asia,M,FO,VH,A,27.6,320,37.9,248,43.5,358,29.4,439,19.7,603,25.5,471,29.8,701+,19.9,563,38.8,379=,2025,366.15200000000004,Low,373,31.5,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Universidad de Palermo (UP),Argentina,Americas,S,FO,MD,B,10.2,601+,9.8,601+,92.8,74,1.0,701+,35.6,449,91.9,111,2.6,701+,7.8,701+,,,2025,367.7432,Low,374,48.975,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Sharif University of Technology,"Iran, Islamic Republic of",Asia,M,FO,VH,A,11.5,601+,33.6,278,5.1,701+,99.9,13,2.9,701+,1.2,701+,61.4,610,28.2,436,1.3,701+,2025,369.9694000000002,Low,375,29.425,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Stellenbosch University,South Africa,Africa,L,FC,VH,A,26.1,342,35.8,262,3.5,701+,61.9,190,19.7,605,8.0,701+,94.8,80,85.2,101,22.0,516=,2025,370.5787000000001,Low,376,24.875,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Simon Fraser University,Canada,Americas,L,CO,VH,A,24.0,367,11.4,601+,6.2,701+,36.6,374,97.0,131,83.9,158,76.8,382,22.8,503,89.8,96=,2025,370.7178,Low,377,37.675,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Université de Strasbourg,France,Europe,XL,FC,VH,A,39.1,219,10.3,601+,5.1,701+,20.7,549,34.2,469,35.9,384,90.7,161,20.4,558,5.4,701+,2025,371.0029,Low,378,25.200000000000003,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Colegio de México,Mexico,Americas,S,SP,VH,A,14.9,584,2.5,601+,100.0,1,1.7,701+,8.5,701+,16.4,596,9.6,701+,3.2,701+,1.0,701+,2025,371.19329999999997,Low,379,33.25,Pelatihan Lanjutan,2,Pelatihan Lanjutan
MGIMO University,Russia,Europe,M,CO,HI,A,9.8,601+,25.4,372,100.0,18,1.3,701+,11.3,701+,41.3,346,5.7,701+,60.0,204,1.0,701+,2025,371.3332000000001,Low,380,38.099999999999994,Pelatihan Lanjutan,2,Pelatihan Lanjutan
National University of Sciences And Technology (NUST) Islamabad,Pakistan,Asia,L,CO,VH,A,20.4,430,71.6,98,68.8,188,14.5,646,4.3,701+,4.0,701+,73.6,426,2.8,701+,44.9,338=,2025,372.06609999999995,Low,381,26.924999999999997,Pelatihan Lanjutan,2,Pelatihan Lanjutan
American University of Sharjah,United Arab Emirates,Asia,M,CO,VH,B,20.9,421,38.6,245,19.1,696,23.9,511,100.0,3,100.0,8,48.1,701+,48.0,267,16.5,567=,2025,372.07970000000006,Low,382,40.975,Pelatihan Lanjutan,2,Pelatihan Lanjutan
University of Victoria (UVic),Canada,Americas,L,CO,VH,A,17.0,530,7.7,601+,3.9,701+,62.5,188,94.7,152,40.9,350,54.2,701+,11.3,701+,82.9,139=,2025,372.51700000000005,Low,383,31.075000000000003,Pelatihan Lanjutan,2,Pelatihan Lanjutan
The American University in Cairo,Egypt,Africa,M,CO,VH,B,32.1,274,31.1,301,35.5,444,5.2,701+,97.0,130,3.8,701+,29.4,701+,75.6,138,14.6,597=,2025,372.74940000000004,Low,384,19.15,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Indian Institute of Technology Roorkee (IITR),India,Asia,M,FO,VH,A,19.4,462,29.0,325,6.8,701+,93.8,55,1.3,701+,2.0,701+,44.3,701+,6.4,701+,37.9,386=,2025,373.3436999999999,Low,385,30.5,Pelatihan Lanjutan,2,Pelatihan Lanjutan
University of South Australia,Australia,Oceania,L,CO,VH,A,21.3,411,12.7,601+,24.9,594,31.9,413,99.8,92,50.9,290,85.5,238,15.5,644,83.6,132=,2025,373.9562999999998,Low,386,32.25,Pelatihan Lanjutan,2,Pelatihan Lanjutan
University of Florence,Italy,Europe,XL,FC,VH,A,34.6,255,8.4,601+,4.4,701+,46.6,295,7.3,701+,12.3,671,88.5,189,30.3,415,74.5,193=,2025,374.2417,Low,387,24.474999999999998,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Aalborg University,Denmark,Europe,L,FC,VH,A,19.9,450,20.8,439,25.5,580,53.2,241,77.3,250,14.9,627,92.1,134,23.3,486,75.6,183,2025,374.2869999999999,Low,388,28.375,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Swansea University,United Kingdom,Europe,L,FC,VH,A,23.1,387,43.1,214,25.1,591,27.9,467,71.0,278,59.6,249,82.3,286,8.3,701+,91.8,80,2025,374.7449,Low,389,33.925,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Far Eastern Federal University,Russia,Europe,L,CO,HI,A,12.8,601+,5.5,601+,96.7,50,1.7,701+,10.8,701+,63.1,239,41.7,701+,5.1,701+,1.1,701+,2025,375.07079999999974,Low,390,43.575,Pelatihan Lanjutan,2,Pelatihan Lanjutan
University of Southern Denmark (SDU),Denmark,Europe,L,CO,VH,A,20.2,440,15.9,538,22.3,631,49.3,270,85.5,217,24.1,491,81.1,309,21.3,540,73.2,198=,2025,375.1522999999998,Low,391,28.975,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Macau University of Science and Technology,Macau SAR,Asia,L,CO,VH,B,4.4,601+,3.4,601+,3.9,701+,56.4,222,100.0,23,100.0,1,26.2,701+,29.5,423,11.3,636=,2025,376.068,Low,392,41.175,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Johannes Gutenberg Universität Mainz,Germany,Europe,L,FO,VH,A,22.3,400,11.4,601+,57.8,254,11.5,701+,42.0,411,15.5,614,87.0,215,11.4,701+,16.3,570=,2025,376.28350000000006,Low,393,26.775,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Tufts University,United States,Americas,L,FC,VH,B,16.9,533,7.7,601+,53.5,285,45.7,303,23.5,554,38.1,369,60.2,632,56.1,220,81.0,151,2025,376.7365999999999,Low,394,38.550000000000004,Pelatihan Lanjutan,2,Pelatihan Lanjutan
University of Miami,United States,Americas,L,FC,VH,B,19.0,475,29.5,316,50.0,310,39.3,358,66.7,295,16.9,587,81.6,294,43.8,292,27.9,462=,2025,376.8050999999999,Low,395,31.299999999999997,Pelatihan Lanjutan,2,Pelatihan Lanjutan
University of Turin,Italy,Europe,XL,FC,VH,A,41.5,205,7.2,601+,3.2,701+,33.3,398,4.1,701+,5.3,701+,87.5,204,51.7,245,83.6,132=,2025,377.9370000000002,Low,396,20.825,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Norwegian University of Science And Technology,Norway,Europe,XL,FC,VH,A,33.2,264,25.2,378,22.3,629,30.4,435,75.1,264,9.3,701+,94.4,89,89.4,79,85.8,121=,2025,378.11879999999985,Low,397,23.8,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Xian Jiaotong University,China (Mainland),Asia,XL,FC,VH,A,19.0,474,39.4,238,14.0,701+,89.5,77,3.9,701+,3.8,701+,80.5,315,26.4,448,18.2,553=,2025,378.2677,Low,398,31.575,Pelatihan Lanjutan,2,Pelatihan Lanjutan
ITMO University,Russia,Europe,M,FO,VH,A,10.5,601+,13.0,601+,95.5,59,5.4,701+,20.3,592,36.2,382,65.3,550,1.9,701+,1.2,701+,2025,378.2859,Low,399,36.900000000000006,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Flinders University,Australia,Oceania,L,FC,VH,A,13.5,601+,5.6,601+,7.2,701+,51.8,251,97.2,127,88.8,131,80.8,311,7.4,701+,87.4,112,2025,379.4437,Low,400,40.325,Pelatihan Lanjutan,2,Pelatihan Lanjutan
National Research Tomsk Polytechnic University,Russia,Europe,M,FO,VH,A,8.9,601+,8.4,601+,95.1,61,3.7,701+,10.9,701+,82.8,163,62.7,592,2.0,701+,7.1,701+,2025,380.1500999999999,Low,401,47.625,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Imam Abdulrahman Bin Faisal University (IAU) (formerly UNIVERSITY OF DAMMAM),Saudi Arabia,Asia,L,FC,HI,A,10.5,601+,11.4,601+,89.5,87,2.6,701+,98.2,118,19.7,548,68.3,509,2.4,701+,18.4,549=,2025,380.9174999999999,Low,402,30.575,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Amirkabir University of Technology,"Iran, Islamic Republic of",Asia,M,FO,VH,A,5.2,601+,20.5,445,4.6,701+,100.0,7,24.6,543,2.8,701+,70.2,483,5.8,701+,1.6,701+,2025,380.9435000000001,Low,403,28.15,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Indian Institute of Technology Guwahati (IITG),India,Asia,M,CO,VH,A,18.8,480,32.0,295,6.4,701+,97.6,42,2.3,701+,1.2,701+,51.2,701+,4.9,701+,2.2,701+,2025,380.94790000000006,Low,404,31.0,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Central South University,China (Mainland),Asia,XL,FO,VH,A,8.6,601+,4.1,601+,5.5,701+,99.7,15,6.4,701+,4.0,701+,67.5,515,14.1,689,3.9,701+,2025,381.0771,Low,405,29.45,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Anna University,India,Asia,L,SP,VH,A,10.0,601+,12.0,601+,5.5,701+,100.0,2,12.5,,1.3,701+,89.2,181,5.9,701+,24.7,491,2025,381.26469999999995,Low,406,29.2,Pelatihan Lanjutan,2,Pelatihan Lanjutan
University of Science and Technology Beijing,China (Mainland),Asia,L,CO,VH,A,11.8,601+,4.2,601+,10.2,701+,99.4,21,3.1,701+,2.8,701+,56.8,668,4.9,701+,3.6,701+,2025,382.5531,Low,407,31.05,Pelatihan Lanjutan,2,Pelatihan Lanjutan
"City, University of London",United Kingdom,Europe,L,CO,VH,A,20.8,422,21.3,430,5.6,701+,31.2,421,95.8,140,98.9,59,66.4,531,54.8,226,23.2,505=,2025,382.7419000000001,Low,408,39.125,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Asia Pacific University of Technology and Innovation (APU),Malaysia,Asia,S,FO,VH,C,9.3,601+,12.5,601+,62.2,228,1.6,701+,92.0,177,100.0,16,6.8,701+,4.0,701+,1.6,701+,2025,382.7526,Low,409,43.275,Pelatihan Lanjutan,2,Pelatihan Lanjutan
